@relation moa_train_random_80_lag-weka.filters.unsupervised.attribute.StringToNominal-R4-6

@attribute year numeric
@attribute month numeric
@attribute day numeric
@attribute division {Dhaka,Rangpur,Sylhet,Barisal,Rajshahi,Mymensingh,Khulna,Chattagram}
@attribute commodity_name {'Ata (Packet)','Ata (loose) - White',Beef,'Broiler chicken','Egg Farm-Red','Garlic (Imported)','Garlic (local) - Big Size','Ginger (Imported)','Green Chili (Local)','Lentils - Desi-Whole',Milk,'Onion (local)','Palm Oil','Pangash (big)','Potato (Holland) - Red','Rice - Fine','Rice - Medium','Soybean Oil(loose)'}
@attribute retail_unit {Kilogram,'4 Pieces',Liter}
@attribute usd_bdt_rate numeric
@attribute average_price numeric
@attribute Price_T-1 numeric
@attribute Price_T-7 numeric
@attribute Price_T-30 numeric
@attribute Price_30d_MA numeric
@attribute target_7d numeric
@attribute target_14d numeric
@attribute target_30d numeric

@data
2025,8,18,Rajshahi,'Onion (local)',Kilogram,121.5,72.5,72.5,67.5,47.5,57.333333,72.5,72.5,57.5
2025,8,18,Dhaka,'Soybean Oil(loose)',Liter,121.5,171.75,172,170.625,171.25,169.921501,172,175.75,176.625
2025,8,18,Dhaka,'Garlic (local) - Big Size',Kilogram,121.5,113.333333,113.333333,113.333333,112.5,115.597222,115.833333,113.75,105
2025,8,18,Rangpur,'Ginger (Imported)',Kilogram,121.5,165,165,115,95,118.333333,165,165,155
2025,8,18,Rangpur,'Potato (Holland) - Red',Kilogram,121.5,19,19,19,19,18.8,19,19,19
2025,8,18,Rangpur,'Ata (loose) - White',Kilogram,121.5,42.5,42.5,41,41,41.390278,44,44.5,44.5
2025,8,18,Rajshahi,'Egg Farm-Red','4 Pieces',121.5,49,49,45,39,42.479167,45,43,41
2025,8,18,Mymensingh,'Ata (loose) - White',Kilogram,121.5,43,41,39,39,39.75,44.5,44.5,44.5
2025,8,18,Rajshahi,'Pangash (big)',Kilogram,121.5,170,170,170,170,173.033333,185,185,185
2025,8,18,Dhaka,Beef,Kilogram,121.5,732.5,733.333333,736.25,735,733.833333,728.333333,727.5,727.5
2025,8,18,Mymensingh,'Rice - Medium',Kilogram,121.5,64,64,64,62,63.2,64,64,64
2025,8,18,Rangpur,Beef,Kilogram,121.5,695,695,695,695,695,710,710,710
2025,8,18,Sylhet,Beef,Kilogram,121.5,735,735,755,755,753.666667,735,735,735
2025,8,18,Sylhet,'Ginger (Imported)',Kilogram,121.5,170,170,190,120,148.333333,170,160,130
2025,8,18,Rajshahi,'Ginger (Imported)',Kilogram,121.5,170,170,160,110,128.333333,165,165,165
2025,8,18,Barisal,'Ata (Packet)',Kilogram,121.5,51,51,55,51,51.266667,51,53.166667,54.5
2025,8,18,Sylhet,'Green Chili (Local)',Kilogram,121.5,215,215,215,135,196.240278,175,165,180
2025,8,18,Barisal,Beef,Kilogram,121.5,770,770,775,770,770.333333,770,768.333333,768.333333
2025,8,18,Sylhet,'Garlic (local) - Big Size',Kilogram,121.5,100,100,105,100,102.333333,105,110,105
2025,8,18,Rangpur,'Soybean Oil(loose)',Liter,121.5,171,171,168.5,165.5,166.56746,174.5,174.5,175.5
2025,8,18,Dhaka,'Ginger (Imported)',Kilogram,121.5,193.333333,193.333333,193.333333,140,161.111111,163.333333,170,161.25
2025,8,18,Mymensingh,'Egg Farm-Red','4 Pieces',121.5,47.5,47.5,47.5,39,42.052778,44.5,44.5,43
2025,8,18,Barisal,'Garlic (Imported)',Kilogram,121.5,153.75,153.75,160,166.25,161.385714,145,155,141.666667
2025,8,19,Dhaka,'Ginger (Imported)',Kilogram,121.5,181.666667,193.333333,200,143.333333,162.888889,163.333333,167.5,161.25
2025,8,19,Rangpur,'Ata (Packet)',Kilogram,121.5,49,49,48,47,47.9,49,49,54
2025,8,19,Rangpur,'Broiler chicken',Kilogram,121.5,172.5,177.5,177.5,152.5,164.3,177.5,172.5,172.5
2025,8,19,Rangpur,'Soybean Oil(loose)',Liter,121.5,171,171,168.5,165.5,166.750794,174.5,174.5,175.5
2025,8,19,Rajshahi,'Green Chili (Local)',Kilogram,121.5,1330,1330,180,130,247.450298,130,150,155
2025,8,19,Sylhet,'Onion (local)',Kilogram,121.5,70,70,75,55,63.066667,72.5,72.5,70
2025,8,19,Dhaka,'Onion (local)',Kilogram,121.5,71.333333,72.5,73.666667,51.75,60.947222,72.5,73.75,68
2025,8,19,Dhaka,'Ata (loose) - White',Kilogram,121.5,45,44,41.75,41.375,42.30846,46.666667,45.75,47.5
2025,8,19,Mymensingh,'Garlic (Imported)',Kilogram,121.5,125,125,145,162.5,147.291667,125,125,125
2025,8,19,Mymensingh,'Ata (loose) - White',Kilogram,121.5,43,43,39,39,39.883333,44.5,44.5,44.5
2025,8,19,Mymensingh,'Garlic (local) - Big Size',Kilogram,121.5,95,95,105,115,102.5,95,90,85
2025,8,19,Mymensingh,'Broiler chicken',Kilogram,121.5,157.5,157.5,152.5,145,151.291667,162.5,167.5,157.5
2025,8,19,Sylhet,'Broiler chicken',Kilogram,121.5,155,155,155,155,155.255556,165,170,165
2025,8,19,Rajshahi,'Lentils - Desi-Whole',Kilogram,121.5,145,145,135,135,133.566667,145,145,145
2025,8,19,Dhaka,'Rice - Fine',Kilogram,121.5,79.75,80.5,81.833333,79.833333,81.372222,79.75,80.25,80
2025,8,19,Rajshahi,'Broiler chicken',Kilogram,121.5,165,165,172.5,155,163.079167,167.5,172.5,175
2025,8,19,Rajshahi,'Onion (local)',Kilogram,121.5,72.5,72.5,72.5,47.5,58.166667,72.5,72.5,57.5
2025,8,19,Sylhet,'Ata (loose) - White',Kilogram,121.5,42.5,42.5,42.5,42.5,43.045833,46,49,49
2025,8,19,Rajshahi,'Palm Oil',Liter,121.5,151,151,151,151,150.988095,156,156,156
2025,8,19,Barisal,'Ata (Packet)',Kilogram,121.5,51,51,51,51,51.266667,51,53.166667,54.5
2025,8,19,Barisal,'Green Chili (Local)',Kilogram,121.5,222.5,257.5,190,115,188.482857,155,173.333333,281.666667
2025,8,19,Rangpur,'Ata (loose) - White',Kilogram,121.5,42.5,42.5,41,41,41.440278,44,44.5,44.5
2025,8,19,Rajshahi,'Garlic (local) - Big Size',Kilogram,121.5,105,105,105,120,105.5,105,105,100
2025,8,19,Dhaka,'Ata (Packet)',Kilogram,121.5,56.75,56.75,55.5,52.25,53.916667,57.5,57.666667,60
2025,8,19,Sylhet,'Rice - Fine',Kilogram,121.5,79,79,79,79,79,79,79,79
2025,8,19,Barisal,'Palm Oil',Liter,121.5,159,159,151,147.5,158.256944,159.5,162.333333,163.5
2025,8,19,Mymensingh,'Green Chili (Local)',Kilogram,121.5,210,210,190,75,172.780556,130,170,220
2025,8,19,Sylhet,'Garlic (Imported)',Kilogram,121.5,135,140,135,150,140.418056,140,135,140
2025,8,19,Barisal,'Ginger (Imported)',Kilogram,121.5,197.5,197.5,175,140,170.25,205,215,195
2025,8,19,Barisal,'Broiler chicken',Kilogram,121.5,157.5,157.5,155,155,152.471111,173.75,163.333333,160
2025,8,19,Rangpur,'Potato (Holland) - Red',Kilogram,121.5,19,19,19,19,18.8,19,19,19
2025,8,19,Rangpur,'Garlic (Imported)',Kilogram,121.5,205,205,205,215,204.425,205,190,165
2025,8,19,Dhaka,'Pangash (big)',Kilogram,121.5,167.5,175,175,181.666667,175.733333,167.5,175,178.75
2025,8,19,Dhaka,'Green Chili (Local)',Kilogram,121.5,220,210,217.5,116.25,245.922222,185,200,160
2025,8,19,Rajshahi,'Pangash (big)',Kilogram,121.5,170,170,170,170,173.033333,185,185,185
2025,8,19,Dhaka,'Broiler chicken',Kilogram,121.5,168.333333,167.5,165.833333,159.166667,162.880159,174.166667,175.625,169.375
2025,8,19,Barisal,'Rice - Fine',Kilogram,121.5,83.5,83.5,83.5,79.5,83.266667,83.5,83.5,83.5
2025,8,19,Barisal,'Pangash (big)',Kilogram,121.5,175,175,175,215,189.138889,195,185,185
2025,8,19,Mymensingh,'Egg Farm-Red','4 Pieces',121.5,47.5,47.5,47.5,39,42.336111,44.5,44.5,43
2025,8,19,Mymensingh,'Rice - Medium',Kilogram,121.5,64,64,64,62,63.266667,64,64,64
2025,8,19,Barisal,'Garlic (Imported)',Kilogram,121.5,153.75,153.75,145,157.5,160.969048,145,155,138.333333
2025,8,19,Sylhet,'Egg Farm-Red','4 Pieces',121.5,50,50,49,41,44.501389,49,45.5,48
2025,8,19,Sylhet,Beef,Kilogram,121.5,735,735,755,755,753,735,735,735
2025,8,19,Rajshahi,'Egg Farm-Red','4 Pieces',121.5,49,49,47,39,42.8125,45,45,41
2025,8,19,Sylhet,'Ata (Packet)',Kilogram,121.5,55,55,55,55,55,55,60,55
2025,8,19,Barisal,'Ata (loose) - White',Kilogram,121.5,42.75,42.75,43,39,41.338889,44,44.333333,46.166667
2025,8,19,Rangpur,'Rice - Fine',Kilogram,121.5,77.5,77.5,77.5,77,77.483333,77.5,77,76
2025,8,19,Dhaka,'Lentils - Desi-Whole',Kilogram,121.5,147.5,147.5,145,130.833333,135.781629,145.833333,150,148.75
2025,8,19,Rangpur,'Rice - Medium',Kilogram,121.5,63.5,63.5,63.5,63,63.116667,63.5,63.5,62
2025,8,19,Barisal,'Soybean Oil(loose)',Liter,121.5,174.25,174.25,165.5,161,172.849048,176.5,178.666667,179.166667
2025,8,19,Sylhet,'Green Chili (Local)',Kilogram,121.5,215,215,180,135,198.906944,165,185,210
2025,8,19,Rajshahi,'Ginger (Imported)',Kilogram,121.5,170,170,160,110,130.333333,165,165,165
2025,8,19,Barisal,'Onion (local)',Kilogram,121.5,75,75,70,52.5,61.133333,75,72.5,64.166667
2025,8,19,Barisal,'Garlic (local) - Big Size',Kilogram,121.5,112.5,112.5,122.5,125,120.75,102.5,110,95
2025,8,19,Sylhet,'Pangash (big)',Kilogram,121.5,165,165,165,165,167.222222,165,165,170
2025,8,19,Sylhet,'Ginger (Imported)',Kilogram,121.5,160,170,205,125,150,170,160,140
2025,8,19,Rajshahi,Beef,Kilogram,121.5,720,720,720,745,720.833333,720,720,725
2025,8,19,Rangpur,'Lentils - Desi-Whole',Kilogram,121.5,135,135,135,127.5,130.204167,135,147.5,152.5
2025,8,19,Barisal,'Rice - Medium',Kilogram,121.5,68.5,68.5,68.5,67.5,68.366667,68.5,68.5,68.5
2025,8,19,Dhaka,Beef,Kilogram,121.5,728.333333,732.5,736.25,735,733.75,728.333333,727.5,731
2025,8,19,Sylhet,'Palm Oil',Liter,121.5,164,164,164,164,163.954167,165,170,167.5
2025,8,19,Sylhet,'Rice - Medium',Kilogram,121.5,65,65,65,65,65,65,65,65
2025,8,19,Mymensingh,'Pangash (big)',Kilogram,121.5,175,175,175,175,175,175,175,175
2025,8,19,Barisal,'Egg Farm-Red','4 Pieces',121.5,48,48,47,39,42.274762,48,46.833333,44.5
2025,8,19,Mymensingh,Beef,Kilogram,121.5,745,745,745,745,745,745,745,745
2025,8,19,Dhaka,'Egg Farm-Red','4 Pieces',121.5,49.166667,49.166667,47.833333,42.833333,44.481944,47.833333,47.5,48.5
2025,8,19,Rajshahi,'Soybean Oil(loose)',Liter,121.5,165.5,165.5,167,163.5,165.233333,169,169,171
2025,8,19,Dhaka,'Palm Oil',Liter,121.5,150.5,150.5,149.5,151.5,151.85,152,155.166667,157.166667
2025,8,19,Rajshahi,'Garlic (Imported)',Kilogram,121.5,150,150,150,160,158.5125,150,150,150
2025,8,19,Dhaka,'Garlic (local) - Big Size',Kilogram,121.5,113.333333,113.333333,113.333333,113.333333,115.625,115.833333,112.5,105
2025,8,19,Rajshahi,'Ata (Packet)',Kilogram,121.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,55.5
2025,8,19,Sylhet,'Soybean Oil(loose)',Liter,121.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5
2025,8,19,Rangpur,'Green Chili (Local)',Kilogram,121.5,210,210,175,90,155.469841,150,150,155
2025,8,20,Barisal,'Egg Farm-Red','4 Pieces',121.5,47,48,47,39.75,42.574762,48,46.833333,44.5
2025,8,20,Dhaka,'Garlic (Imported)',Kilogram,121.5,150,150,151.666667,194.166667,165.273843,148.333333,149.166667,150
2025,8,20,Rangpur,'Lentils - Desi-Whole',Kilogram,121.5,135,135,135,127.5,130.454167,135,147.5,152.5
2025,8,20,Rangpur,Beef,Kilogram,121.5,695,695,695,695,695,710,710,710
2025,8,20,Dhaka,'Broiler chicken',Kilogram,121.5,168.333333,168.333333,165.833333,159.166667,163.185714,172.5,175,174.375
2025,8,20,Rajshahi,'Green Chili (Local)',Kilogram,121.5,1330,1330,190,130,287.450298,120,190,300
2025,8,20,Rajshahi,Beef,Kilogram,121.5,720,720,720,720,720,720,720,725
2025,8,20,Sylhet,Beef,Kilogram,121.5,735,735,755,755,752.333333,735,735,735
2025,8,20,Rangpur,'Green Chili (Local)',Kilogram,121.5,190,210,175,110,159.469841,150,150,230
2025,8,20,Rajshahi,'Palm Oil',Liter,121.5,151,151,151,151,150.988095,156,156,156
2025,8,20,Mymensingh,'Ata (loose) - White',Kilogram,121.5,44.5,43,39,39,40.016667,44.5,44.5,44.5
2025,8,20,Sylhet,'Egg Farm-Red','4 Pieces',121.5,50,50,51,41,44.801389,47,46.5,44.5
2025,8,20,Rajshahi,'Egg Farm-Red','4 Pieces',121.5,49,49,47,41,43.145833,45,41,41
2025,8,20,Dhaka,'Onion (local)',Kilogram,121.5,72.5,71.333333,73.666667,51.75,61.6,71.166667,72.5,73.75
2025,8,20,Rangpur,'Soybean Oil(loose)',Liter,121.5,172.5,171,168.5,164.5,166.934127,174.5,174.5,175.5
2025,8,20,Rangpur,'Palm Oil',Liter,121.5,153.5,153.5,153.5,153.5,153.279444,157.5,157.5,157.5
2025,8,20,Rajshahi,'Ata (loose) - White',Kilogram,121.5,43.5,43.5,43.5,43.5,43.844444,47,47,49
2025,8,20,Dhaka,'Garlic (local) - Big Size',Kilogram,121.5,113.333333,113.333333,113.333333,117.5,115.625,114.166667,112.5,104.375
2025,8,20,Rajshahi,'Broiler chicken',Kilogram,121.5,165,165,172.5,155,163.4125,167.5,172.5,175
2025,8,20,Rangpur,'Ata (Packet)',Kilogram,121.5,49,49,48,47,47.966667,49,49,54
2025,8,20,Mymensingh,Beef,Kilogram,121.5,745,745,745,745,745,745,745,745
2025,8,20,Mymensingh,'Egg Farm-Red','4 Pieces',121.5,47.5,47.5,47.5,39,42.619444,41,43,45.5
2025,8,20,Barisal,'Green Chili (Local)',Kilogram,121.5,230,222.5,187.5,162.5,192.06619,167.5,161.666667,281.666667
2025,8,20,Mymensingh,'Broiler chicken',Kilogram,121.5,167.5,157.5,152.5,145,151.708333,167.5,167.5,167.5
2025,8,20,Rangpur,'Ginger (Imported)',Kilogram,121.5,165,165,165,95,123,165,165,145
2025,8,20,Dhaka,'Palm Oil',Liter,121.5,150.5,150.5,149.5,151.5,151.816667,155.75,155.166667,157.166667
2025,8,20,Sylhet,'Onion (local)',Kilogram,121.5,70,70,75,55,63.566667,72.5,72.5,75
2025,8,20,Rajshahi,'Ginger (Imported)',Kilogram,121.5,170,170,160,110,132.333333,165,165,150
2025,8,20,Sylhet,'Soybean Oil(loose)',Liter,121.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5
2025,8,20,Rajshahi,'Garlic (local) - Big Size',Kilogram,121.5,105,105,105,105,105,105,105,100
2025,8,20,Sylhet,'Rice - Fine',Kilogram,121.5,79,79,79,79,79,79,79,79
2025,8,20,Dhaka,'Lentils - Desi-Whole',Kilogram,121.5,147.5,147.5,145,130.833333,136.337184,145.833333,150,147.5
2025,8,20,Rangpur,'Egg Farm-Red','4 Pieces',121.5,47.5,47.5,47.5,39,42.910317,45.5,43.5,44.5
2025,8,20,Barisal,'Ginger (Imported)',Kilogram,121.5,175,197.5,145,150,172.166667,205,215,191.666667
2025,8,20,Mymensingh,'Rice - Medium',Kilogram,121.5,64,64,64,62,63.333333,64,64,64
2025,8,20,Barisal,'Palm Oil',Liter,121.5,151.5,159,159,157.25,158.640278,159.5,162.333333,163.5
2025,8,20,Mymensingh,'Pangash (big)',Kilogram,121.5,175,175,175,175,175,175,175,175
2025,8,20,Sylhet,'Palm Oil',Liter,121.5,164,164,164,164,163.954167,170,170,167.5
2025,8,20,Dhaka,'Egg Farm-Red','4 Pieces',121.5,49.166667,49.166667,48,43.166667,44.693056,46.5,47.875,48.75
2025,8,20,Rangpur,'Garlic (Imported)',Kilogram,121.5,205,205,205,215,204.091667,205,190,165
2025,8,20,Sylhet,'Broiler chicken',Kilogram,121.5,160,155,155,155,155.255556,160,165,165
2025,8,20,Rangpur,'Rice - Medium',Kilogram,121.5,63.5,63.5,63.5,63,63.133333,64,63.5,62
2025,8,20,Sylhet,'Green Chili (Local)',Kilogram,121.5,215,215,175,180,201.573611,165,185,400
2025,8,20,Mymensingh,'Garlic (local) - Big Size',Kilogram,121.5,95,95,105,115,101.833333,95,90,85
2025,8,20,Rangpur,'Pangash (big)',Kilogram,121.5,175,175,175,175,175.425,175,175,175
2025,8,20,Rajshahi,'Ata (Packet)',Kilogram,121.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,55.5
2025,8,20,Dhaka,'Rice - Medium',Kilogram,121.5,63,63,63.833333,63.833333,63.905556,62.833333,62.75,62.166667
2025,8,20,Dhaka,'Ata (loose) - White',Kilogram,121.5,45.5,45,41.75,41.375,42.429293,44.75,45.75,47.8
2025,8,20,Mymensingh,'Soybean Oil(loose)',Liter,121.5,171.5,167.5,167.5,165.5,166.708333,171.5,171.5,173.5
2025,8,20,Dhaka,'Ata (Packet)',Kilogram,121.5,57.5,56.75,55.5,52.25,54.066667,57.5,57.666667,60
2025,8,20,Barisal,'Onion (local)',Kilogram,121.5,72.5,75,67.5,52.5,61.883333,75,72.5,65.833333
2025,8,20,Sylhet,'Ata (loose) - White',Kilogram,121.5,42.5,42.5,42.5,42.5,43.045833,49,49,49
2025,8,20,Dhaka,'Soybean Oil(loose)',Liter,121.5,172,172,170.625,168.75,170.046501,173,175.75,175.5
2025,8,20,Barisal,'Soybean Oil(loose)',Liter,121.5,169,174.25,174.25,173,173.290714,176.5,178.666667,179.166667
2025,8,20,Barisal,'Pangash (big)',Kilogram,121.5,195,175,175,215,187.805556,195,185,185
2025,8,20,Rangpur,'Rice - Fine',Kilogram,121.5,77.5,77.5,77.5,77,77.5,77,77,76
2025,8,20,Dhaka,Beef,Kilogram,121.5,728.333333,728.333333,736.25,735,733.527778,732.5,727.5,731
2025,8,20,Rajshahi,'Lentils - Desi-Whole',Kilogram,121.5,145,145,135,135,133.9,145,145,145
2025,8,20,Dhaka,Milk,Liter,121.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
2025,8,20,Sylhet,'Pangash (big)',Kilogram,121.5,165,165,165,165,167.222222,165,165,170
2025,8,20,Rajshahi,'Pangash (big)',Kilogram,121.5,170,170,170,170,173.033333,185,185,185
2025,8,20,Rajshahi,'Potato (Holland) - Red',Kilogram,121.5,19,19,19,21.5,20.775,19,19,16.5
2025,8,20,Barisal,'Ata (Packet)',Kilogram,121.5,55,51,55,55,51.266667,51,53.166667,54.5
2025,8,20,Dhaka,'Pangash (big)',Kilogram,121.5,167.5,167.5,175,181.666667,175.261111,175,175,178.75
2025,8,20,Rangpur,'Potato (Holland) - Red',Kilogram,121.5,19,19,19,19,18.8,21,19,19
2025,8,20,Rangpur,'Ata (loose) - White',Kilogram,121.5,43.5,42.5,41,41,41.490278,44,44.5,44.5
2025,8,20,Rangpur,'Onion (local)',Kilogram,121.5,69,70,72.5,52.5,61.933333,72.5,72.5,67.5
2025,8,20,Barisal,'Ata (loose) - White',Kilogram,121.5,45,42.75,42,40,41.463889,44,44.333333,46.166667
2025,8,20,Sylhet,'Rice - Medium',Kilogram,121.5,65,65,65,65,65,65,65,65
2025,8,20,Sylhet,'Garlic (Imported)',Kilogram,121.5,135,135,140,150,139.918056,140,135,145
2025,8,20,Barisal,'Garlic (local) - Big Size',Kilogram,121.5,85,112.5,90,95,120.333333,102.5,110,103.333333
2025,8,20,Sylhet,'Ginger (Imported)',Kilogram,121.5,160,160,205,125,151.166667,170,160,135
2025,8,20,Barisal,'Broiler chicken',Kilogram,121.5,157.5,157.5,153.75,148.75,152.554444,173.75,163.333333,163.333333
2025,8,21,Dhaka,'Garlic (local) - Big Size',Kilogram,121.6,117.5,113.333333,113.333333,117.5,115.486111,115,113.75,104.375
2025,8,21,Dhaka,'Ata (loose) - White',Kilogram,121.6,44.25,45.5,43.333333,41.5,42.566793,46.75,45.75,48.375
2025,8,21,Rajshahi,'Potato (Holland) - Red',Kilogram,121.6,19,19,19,21.5,20.691667,19,19,16.5
2025,8,21,Barisal,'Palm Oil',Liter,121.6,159.25,151.5,159,157.25,158.448611,162,154.5,156.5
2025,8,21,Sylhet,'Garlic (Imported)',Kilogram,121.6,130,135,135,150,139.418056,135,135,145
2025,8,21,Barisal,'Egg Farm-Red','4 Pieces',121.6,47,47,47,39.75,42.816429,47.666667,46.5,44.5
2025,8,21,Barisal,'Ata (Packet)',Kilogram,121.6,51,55,51,51,51.266667,50.5,57.5,57.5
2025,8,21,Dhaka,'Green Chili (Local)',Kilogram,121.6,220,220,191.666667,143.333333,252.505556,200,200,233.333333
2025,8,21,Rangpur,'Rice - Medium',Kilogram,121.6,63.5,63.5,63.5,63,63.15,64,63,62
2025,8,21,Dhaka,'Ata (Packet)',Kilogram,121.6,59,57.5,55.5,52.25,54.241667,58,57.666667,60
2025,8,21,Rajshahi,'Onion (local)',Kilogram,121.6,72.5,72.5,72.5,47.5,59.833333,72.5,67.5,62.5
2025,8,21,Barisal,'Broiler chicken',Kilogram,121.6,157.5,157.5,155,148.75,152.846111,163.333333,175,175
2025,8,21,Barisal,'Rice - Medium',Kilogram,121.6,68.5,68.5,68.5,67.5,68.4,68.5,68.5,68.5
2025,8,21,Barisal,'Pangash (big)',Kilogram,121.6,195,195,175,215,187.138889,185,185,185
2025,8,21,Sylhet,'Ginger (Imported)',Kilogram,121.6,160,160,195,125,152.333333,165,160,135
2025,8,21,Rajshahi,'Broiler chicken',Kilogram,121.6,172.5,165,172.5,155,163.745833,167.5,172.5,175
2025,8,21,Sylhet,'Soybean Oil(loose)',Liter,121.6,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5
2025,8,21,Dhaka,'Pangash (big)',Kilogram,121.6,190,167.5,167.5,177.5,174.788889,175,175,175
2025,8,21,Dhaka,Milk,Liter,121.6,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
2025,8,21,Dhaka,'Palm Oil',Liter,121.6,146.5,150.5,149.5,151.5,151.783333,155.166667,155.166667,157.166667
2025,8,21,Rajshahi,'Soybean Oil(loose)',Liter,121.6,165.5,165.5,167,163.5,165.366667,169,169,171
2025,8,21,Dhaka,Beef,Kilogram,121.6,725,728.333333,736.25,735,733.305556,727.5,727.5,727.5
2025,8,21,Rangpur,'Ata (Packet)',Kilogram,121.6,49,49,48,47,48.033333,49,49,54
2025,8,21,Dhaka,'Onion (local)',Kilogram,121.6,72.5,72.5,80.333333,51.75,62.291667,71.75,72.125,73.75
2025,8,21,Rangpur,'Lentils - Desi-Whole',Kilogram,121.6,135,135,135,127.5,130.704167,135,147.5,152.5
2025,8,21,Dhaka,'Soybean Oil(loose)',Liter,121.6,171.25,172,170.5,169.166667,170.154834,173,175.75,176.625
2025,8,21,Sylhet,'Ata (Packet)',Kilogram,121.6,55,55,55,55,55,60,60,55
2025,8,21,Mymensingh,'Broiler chicken',Kilogram,121.6,167.5,167.5,152.5,145,152.458333,167.5,167.5,167.5
2025,8,21,Rangpur,'Soybean Oil(loose)',Liter,121.6,172.5,172.5,169,164.5,167.200794,174.5,174.5,175.5
2025,8,21,Sylhet,'Rice - Medium',Kilogram,121.6,65,65,65,65,65,65,65,65
2025,8,21,Dhaka,'Broiler chicken',Kilogram,121.6,175,168.333333,165.833333,159.166667,163.49127,173.125,177.5,174.375
2025,8,21,Dhaka,'Rice - Medium',Kilogram,121.6,63,63,62.5,63.833333,63.877778,63,62.75,62
2025,8,21,Rangpur,'Potato (Holland) - Red',Kilogram,121.6,19,19,19,19,18.8,21,19,19
2025,8,21,Rajshahi,'Garlic (local) - Big Size',Kilogram,121.6,105,105,105,105,105,105,105,100
2025,8,21,Barisal,'Ginger (Imported)',Kilogram,121.6,192.5,175,175,150,173,210,190,165
2025,8,21,Mymensingh,'Egg Farm-Red','4 Pieces',121.6,44.5,47.5,47.5,39,42.902778,41,43,45.5
2025,8,21,Rangpur,'Broiler chicken',Kilogram,121.6,167.5,167.5,177.5,152.5,165.466667,172.5,172.5,177.5
2025,8,21,Sylhet,'Palm Oil',Liter,121.6,164,164,164,164,163.954167,170,170,167.5
2025,8,21,Dhaka,'Egg Farm-Red','4 Pieces',121.6,48.25,49.166667,48,43.5,44.893056,47,47.875,49.125
2025,8,21,Dhaka,'Rice - Fine',Kilogram,121.6,77,79.75,80.5,81.5,81.311111,79.75,80.25,79
2025,8,21,Barisal,'Rice - Fine',Kilogram,121.6,83.5,83.5,83.5,82.5,83.4,83.5,83.5,83.5
2025,8,21,Rajshahi,'Palm Oil',Liter,121.6,151,151,151,151,150.988095,156,156,156
2025,8,21,Sylhet,'Ata (loose) - White',Kilogram,121.6,42.5,42.5,42.5,42.5,43.045833,49,49,49
2025,8,21,Rajshahi,'Green Chili (Local)',Kilogram,121.6,240,1330,190,135,327.450298,120,190,270
2025,8,21,Rajshahi,'Ginger (Imported)',Kilogram,121.6,165,170,170,110,134.333333,165,165,150
2025,8,21,Dhaka,'Garlic (Imported)',Kilogram,121.6,155,150,155,173.75,163.80162,151.666667,151.666667,151.666667
2025,8,21,Rangpur,'Egg Farm-Red','4 Pieces',121.6,47.5,47.5,47.5,40.5,43.193651,45.5,43.5,46.5
2025,8,21,Barisal,'Garlic (Imported)',Kilogram,121.6,153.75,152.5,153.75,165,160.427381,155,155,155
2025,8,21,Mymensingh,'Ginger (Imported)',Kilogram,121.6,135,135,155,110,133.166667,125,115,115
2025,8,21,Sylhet,'Pangash (big)',Kilogram,121.6,165,165,165,165,167.222222,165,165,170
2025,8,21,Dhaka,'Ginger (Imported)',Kilogram,121.6,187.5,168.333333,196.666667,143.333333,165,168.75,167.5,168.75
2025,8,21,Rangpur,'Pangash (big)',Kilogram,121.6,175,175,175,175,175.425,175,175,175
2025,8,21,Barisal,Beef,Kilogram,121.6,770,775,770,770,770.333333,768.333333,775,775
2025,8,21,Rajshahi,'Pangash (big)',Kilogram,121.6,170,170,170,170,173.033333,185,185,185
2025,8,21,Rajshahi,Beef,Kilogram,121.6,720,720,720,720,720,720,720,725
2025,8,21,Rangpur,'Palm Oil',Liter,121.6,153.5,153.5,153.5,153.5,153.279444,157.5,157.5,157.5
2025,8,21,Mymensingh,'Rice - Medium',Kilogram,121.6,64,64,64,62,63.4,64,64,64
2025,8,21,Sylhet,'Garlic (local) - Big Size',Kilogram,121.6,110,100,105,100,102.333333,110,110,100
2025,8,21,Mymensingh,'Pangash (big)',Kilogram,121.6,175,175,175,175,175,175,175,175
2025,8,21,Rajshahi,'Ata (loose) - White',Kilogram,121.6,43.5,43.5,43.5,43.5,43.844444,47,47,49
2025,8,21,Dhaka,'Lentils - Desi-Whole',Kilogram,121.6,145,147.5,147.5,130.833333,136.89274,148.75,150,147.5
2025,8,21,Mymensingh,'Green Chili (Local)',Kilogram,121.6,220,220,190,115,182.113889,145,190,250
2025,8,21,Sylhet,'Egg Farm-Red','4 Pieces',121.6,51,50,51,41,45.101389,47,46.5,44.5
2025,8,21,Barisal,'Ata (loose) - White',Kilogram,121.6,43,45,42.75,40,41.630556,43,47,44.5
2025,8,21,Rangpur,'Green Chili (Local)',Kilogram,121.6,170,190,190,110,162.136508,150,155,170
