inst#,actual,predicted,error,commodity_name
528,80,81.064,1.064,'Rice - Fine'
529,155.5,156.886,1.386,'Palm Oil'
530,170,168.03,-1.97,'Broiler chicken'
531,60,58.711,-1.289,'Ata (Packet)'
532,49,48.049,-0.951,'Ata (loose) - White'
533,173,175.271,2.271,'Soybean Oil(loose)'
534,145,146.509,1.509,'Lentils - Desi-Whole'
535,71.875,70.167,-1.708,'Onion (local)'
536,185,186.998,1.998,'Pangash (big)'
537,72.5,71.17,-1.33,'Onion (local)'
538,46.25,47.182,0.932,'Ata (loose) - White'
539,175,174.501,-0.499,'Broiler chicken'
540,79,79.603,0.603,'Rice - Fine'
541,159.5,158.15,-1.35,'Palm Oil'
542,43,43.849,0.849,'Egg Farm-Red'
543,49,50.499,1.499,'Ata (Packet)'
544,165,167.047,2.047,'Ginger (Imported)'
545,727.5,728.955,1.455,Beef
546,160,177.493,17.493,'Broiler chicken'
547,44.333,47.13,2.796,'Ata (loose) - White'
548,77,78.566,1.566,'Rice - Fine'
549,90,88.972,-1.028,'Garlic (local) - Big Size'
550,105,104.638,-0.362,'Garlic (local) - Big Size'
551,48,49.138,1.138,'Egg Farm-Red'
552,107.5,108.655,1.155,'Garlic (local) - Big Size'
553,45.5,46.281,0.781,'Egg Farm-Red'
554,110,106.165,-3.835,'Garlic (local) - Big Size'
555,69.375,69.955,0.58,'Onion (local)'
556,225,198.721,-26.279,'Green Chili (Local)'
557,768.333,770.702,2.369,Beef
558,175,177.479,2.479,'Pangash (big)'
559,44.5,46.196,1.696,'Egg Farm-Red'
560,130,148.903,18.903,'Green Chili (Local)'
561,745,745.737,0.737,Beef
562,150,152.8,2.8,'Garlic (Imported)'
563,210,199.511,-10.489,'Green Chili (Local)'
564,165,189.34,24.34,'Ginger (Imported)'
565,159,159.451,0.451,'Palm Oil'
566,156,157.564,1.564,'Palm Oil'
567,173,175.29,2.29,'Soybean Oil(loose)'
568,90,88.846,-1.154,'Garlic (local) - Big Size'
569,70,70.502,0.502,'Onion (local)'
570,105,104.995,-0.005,'Garlic (local) - Big Size'
571,185,187.008,2.008,'Pangash (big)'
