inst#,actual,predicted,error,commodity_name
387,155,171.616,16.616,'Garlic (Imported)'
388,125,126.912,1.912,'Garlic (Imported)'
389,150,158.464,8.464,'Garlic (Imported)'
390,205,202.663,-2.337,'Garlic (Imported)'
391,130,142.995,12.995,'Garlic (Imported)'
392,110,105.256,-4.744,'Garlic (local) - Big Size'
393,113.333,104.476,-8.857,'Garlic (local) - Big Size'
394,95,103.511,8.511,'Garlic (local) - Big Size'
395,105,103.907,-1.093,'Garlic (local) - Big Size'
396,110,104.657,-5.343,'Garlic (local) - Big Size'
397,105,103.817,-1.183,'Garlic (local) - Big Size'
398,197.5,166.239,-31.261,'Ginger (Imported)'
399,163.333,163.384,0.051,'Ginger (Imported)'
400,125,133.089,8.089,'Ginger (Imported)'
401,165,159.469,-5.531,'Ginger (Imported)'
402,165,155.155,-9.845,'Ginger (Imported)'
403,165,161.754,-3.246,'Ginger (Imported)'
404,208.75,174.346,-34.404,'Green Chili (Local)'
405,205,197.165,-7.835,'Green Chili (Local)'
406,145,174.305,29.305,'Green Chili (Local)'
407,160,165.503,5.503,'Green Chili (Local)'
408,170,172.47,2.47,'Green Chili (Local)'
409,175,183.61,8.61,'Green Chili (Local)'
410,147.5,148.802,1.302,'Lentils - Desi-Whole'
411,145,143.524,-1.476,'Lentils - Desi-Whole'
412,135,144.302,9.302,'Lentils - Desi-Whole'
413,97.5,97.815,0.315,Milk
414,72.5,60.701,-11.799,'Onion (local)'
415,71.667,60.691,-10.976,'Onion (local)'
416,72.5,60.566,-11.934,'Onion (local)'
417,72.5,60.689,-11.811,'Onion (local)'
418,72.5,60.703,-11.797,'Onion (local)'
419,159.25,162.126,2.876,'Palm Oil'
420,152,154.91,2.91,'Palm Oil'
421,157.5,153.998,-3.502,'Palm Oil'
422,154.5,154.579,0.079,'Palm Oil'
423,156.5,155.371,-1.129,'Palm Oil'
424,164,162.155,-1.845,'Palm Oil'
425,167.5,176.724,9.224,'Pangash (big)'
426,175,176.705,1.705,'Pangash (big)'
427,170,175.209,5.209,'Pangash (big)'
428,175,176.734,1.734,'Pangash (big)'
429,165,162.763,-2.237,'Pangash (big)'
430,19,19.424,0.424,'Potato (Holland) - Red'
431,19,19.422,0.422,'Potato (Holland) - Red'
432,83.5,82.06,-1.44,'Rice - Fine'
433,79.75,79.246,-0.504,'Rice - Fine'
434,77.5,79.12,1.62,'Rice - Fine'
435,79,79.171,0.171,'Rice - Fine'
436,68.5,60.718,-7.782,'Rice - Medium'
437,63,60.664,-2.336,'Rice - Medium'
438,64,60.655,-3.345,'Rice - Medium'
439,63.5,60.653,-2.847,'Rice - Medium'
440,65,60.678,-4.322,'Rice - Medium'
441,176,175.211,-0.789,'Soybean Oil(loose)'
442,172,175.107,3.107,'Soybean Oil(loose)'
443,171.5,175.023,3.523,'Soybean Oil(loose)'
444,169,162.382,-6.618,'Soybean Oil(loose)'
445,173.5,175.093,1.593,'Soybean Oil(loose)'
446,182.5,185.363,2.863,'Soybean Oil(loose)'
447,51,51.561,0.561,'Ata (Packet)'
448,57.5,60.513,3.013,'Ata (Packet)'
449,52.5,60.512,8.012,'Ata (Packet)'
450,49,46.521,-2.479,'Ata (Packet)'
451,55,60.531,5.531,'Ata (Packet)'
452,43,42.914,-0.086,'Ata (loose) - White'
453,46.667,42.017,-4.649,'Ata (loose) - White'
454,44.5,40.024,-4.476,'Ata (loose) - White'
455,47,43.279,-3.721,'Ata (loose) - White'
456,43.5,41.477,-2.023,'Ata (loose) - White'
457,46,42.557,-3.443,'Ata (loose) - White'
458,770,769.569,-0.431,Beef
459,728.333,737.696,9.362,Beef
460,745,746.205,1.205,Beef
461,720,723.005,3.005,Beef
462,710,699.777,-10.223,Beef
463,735,737.713,2.713,Beef
464,168.75,161.821,-6.929,'Broiler chicken'
465,175,169.464,-5.536,'Broiler chicken'
466,167.5,162.303,-5.197,'Broiler chicken'
467,172.5,163.946,-8.554,'Broiler chicken'
468,177.5,173.539,-3.961,'Broiler chicken'
469,165,158.938,-6.062,'Broiler chicken'
470,48,44.703,-3.297,'Egg Farm-Red'
471,48.5,45.187,-3.313,'Egg Farm-Red'
472,44.5,43.973,-0.527,'Egg Farm-Red'
473,45,44.345,-0.655,'Egg Farm-Red'
474,45.5,45.424,-0.076,'Egg Farm-Red'
475,49,45.425,-3.575,'Egg Farm-Red'
476,153.75,155.511,1.761,'Garlic (Imported)'
477,155,172.364,17.364,'Garlic (Imported)'
478,125,127.443,2.443,'Garlic (Imported)'
479,150,159.348,9.348,'Garlic (Imported)'
480,205,203.68,-1.32,'Garlic (Imported)'
481,135,142.117,7.117,'Garlic (Imported)'
482,102.5,101.981,-0.519,'Garlic (local) - Big Size'
483,115.833,104.504,-11.329,'Garlic (local) - Big Size'
484,95,103.564,8.564,'Garlic (local) - Big Size'
485,105,103.961,-1.039,'Garlic (local) - Big Size'
486,110,104.71,-5.29,'Garlic (local) - Big Size'
487,105,103.912,-1.088,'Garlic (local) - Big Size'
488,205,155.218,-49.782,'Ginger (Imported)'
489,163.333,169.548,6.214,'Ginger (Imported)'
490,125,132.6,7.6,'Ginger (Imported)'
491,165,158.91,-6.09,'Ginger (Imported)'
492,165,155.159,-9.841,'Ginger (Imported)'
493,170,168.019,-1.981,'Ginger (Imported)'
494,197.5,154.753,-42.747,'Green Chili (Local)'
495,195,182.657,-12.343,'Green Chili (Local)'
496,130,151.114,21.114,'Green Chili (Local)'
497,130,247.816,117.816,'Green Chili (Local)'
498,170,148.954,-21.046,'Green Chili (Local)'
499,175,161.158,-13.842,'Green Chili (Local)'
500,147.5,148.709,1.209,'Lentils - Desi-Whole'
501,145,143.521,-1.479,'Lentils - Desi-Whole'
502,135,144.3,9.3,'Lentils - Desi-Whole'
503,97.5,97.816,0.316,Milk
504,72.5,60.674,-11.826,'Onion (local)'
505,72.5,60.739,-11.761,'Onion (local)'
506,72.5,60.563,-11.937,'Onion (local)'
507,72.5,60.726,-11.774,'Onion (local)'
508,72.5,60.702,-11.798,'Onion (local)'
509,159.25,155.543,-3.707,'Palm Oil'
510,152,154.941,2.941,'Palm Oil'
511,157.5,154.027,-3.473,'Palm Oil'
512,156,154.607,-1.393,'Palm Oil'
513,156.5,155.379,-1.121,'Palm Oil'
514,165,162.169,-2.831,'Palm Oil'
515,167.5,176.742,9.242,'Pangash (big)'
516,175,176.722,1.722,'Pangash (big)'
517,185,175.27,-9.73,'Pangash (big)'
518,175,176.751,1.751,'Pangash (big)'
519,165,162.842,-2.158,'Pangash (big)'
520,19,19.42,0.42,'Potato (Holland) - Red'
521,19,19.419,0.419,'Potato (Holland) - Red'
522,79.75,79.248,-0.502,'Rice - Fine'
523,77.5,79.121,1.621,'Rice - Fine'
524,79,79.172,0.172,'Rice - Fine'
525,63,60.662,-2.338,'Rice - Medium'
526,64,60.654,-3.346,'Rice - Medium'
527,63.5,60.652,-2.848,'Rice - Medium'
528,65,60.676,-4.324,'Rice - Medium'
529,176,162.381,-13.619,'Soybean Oil(loose)'
530,172,175.148,3.148,'Soybean Oil(loose)'
531,171.5,175.088,3.588,'Soybean Oil(loose)'
532,169,162.389,-6.611,'Soybean Oil(loose)'
533,173.5,175.161,1.661,'Soybean Oil(loose)'
534,182.5,185.38,2.88,'Soybean Oil(loose)'
535,51,48.686,-2.314,'Ata (Packet)'
536,57.5,60.539,3.039,'Ata (Packet)'
537,52.5,60.516,8.016,'Ata (Packet)'
538,49,46.523,-2.477,'Ata (Packet)'
539,55,60.536,5.536,'Ata (Packet)'
540,44,42.197,-1.803,'Ata (loose) - White'
541,46.667,42.019,-4.647,'Ata (loose) - White'
542,44.5,40.026,-4.474,'Ata (loose) - White'
543,47,43.28,-3.72,'Ata (loose) - White'
544,44,41.479,-2.521,'Ata (loose) - White'
545,46,42.559,-3.441,'Ata (loose) - White'
546,770,769.503,-0.497,Beef
547,728.333,737.697,9.364,Beef
548,745,746.205,1.205,Beef
549,720,722.999,2.999,Beef
550,710,699.777,-10.223,Beef
551,735,737.611,2.611,Beef
552,173.75,163.633,-10.117,'Broiler chicken'
553,175,171.578,-3.422,'Broiler chicken'
554,162.5,162.37,-0.13,'Broiler chicken'
555,167.5,164.032,-3.468,'Broiler chicken'
556,177.5,175.188,-2.312,'Broiler chicken'
557,160,158.949,-1.051,'Broiler chicken'
558,48,45.784,-2.216,'Egg Farm-Red'
559,48.5,46.388,-2.112,'Egg Farm-Red'
560,44.5,46.133,1.633,'Egg Farm-Red'
561,45,44.347,-0.653,'Egg Farm-Red'
562,44.5,45.787,1.287,'Egg Farm-Red'
563,49,47.226,-1.774,'Egg Farm-Red'
564,145,159.839,14.839,'Garlic (Imported)'
565,155,167.498,12.498,'Garlic (Imported)'
566,125,128.53,3.53,'Garlic (Imported)'
567,150,160.43,10.43,'Garlic (Imported)'
568,205,203.381,-1.619,'Garlic (Imported)'
569,140,141.753,1.753,'Garlic (Imported)'
570,102.5,104.923,2.423,'Garlic (local) - Big Size'
571,115.833,104.545,-11.288,'Garlic (local) - Big Size'
