inst#,actual,predicted,error,commodity_name
506,72.5,64.898,-7.602,'Onion (local)'
507,72.5,67.413,-5.087,'Onion (local)'
508,72.5,69.978,-2.522,'Onion (local)'
509,159.25,156.841,-2.409,'Palm Oil'
510,152,153.709,1.709,'Palm Oil'
511,157.5,153.709,-3.791,'Palm Oil'
512,156,153.709,-2.291,'Palm Oil'
513,156.5,158.08,1.58,'Palm Oil'
514,165,163.867,-1.133,'Palm Oil'
515,167.5,178.033,10.533,'Pangash (big)'
516,175,178.84,3.84,'Pangash (big)'
517,185,170.589,-14.411,'Pangash (big)'
518,175,178.84,3.84,'Pangash (big)'
519,165,165.891,0.891,'Pangash (big)'
520,19,20.617,1.617,'Potato (Holland) - Red'
521,19,20.617,1.617,'Potato (Holland) - Red'
522,79.75,79.182,-0.568,'Rice - Fine'
523,77.5,79.182,1.682,'Rice - Fine'
524,79,79.182,0.182,'Rice - Fine'
525,63,64.323,1.323,'Rice - Medium'
526,64,64.323,0.323,'Rice - Medium'
527,63.5,61.107,-2.393,'Rice - Medium'
528,65,68.179,3.179,'Rice - Medium'
529,176,174.957,-1.043,'Soybean Oil(loose)'
530,172,171.135,-0.865,'Soybean Oil(loose)'
531,171.5,169.683,-1.817,'Soybean Oil(loose)'
532,169,169.683,0.683,'Soybean Oil(loose)'
533,173.5,169.683,-3.817,'Soybean Oil(loose)'
534,182.5,183.37,0.87,'Soybean Oil(loose)'
535,51,49.382,-1.618,'Ata (Packet)'
536,57.5,56.835,-0.665,'Ata (Packet)'
537,52.5,52.525,0.025,'Ata (Packet)'
538,49,47.689,-1.311,'Ata (Packet)'
539,55,56.835,1.835,'Ata (Packet)'
540,44,42.932,-1.068,'Ata (loose) - White'
541,46.667,42.932,-3.734,'Ata (loose) - White'
542,44.5,40.574,-3.926,'Ata (loose) - White'
543,47,44.762,-2.238,'Ata (loose) - White'
544,44,41.787,-2.213,'Ata (loose) - White'
545,46,42.932,-3.068,'Ata (loose) - White'
546,770,768.567,-1.433,Beef
547,728.333,734.865,6.532,Beef
548,745,743.988,-1.012,Beef
549,720,724.592,4.592,Beef
550,710,708.664,-1.336,Beef
551,735,750.115,15.115,Beef
552,173.75,159.113,-14.637,'Broiler chicken'
553,175,165.471,-9.529,'Broiler chicken'
554,162.5,159.543,-2.957,'Broiler chicken'
555,167.5,166.187,-1.313,'Broiler chicken'
556,177.5,176.614,-0.886,'Broiler chicken'
557,160,159.113,-0.887,'Broiler chicken'
558,48,44.762,-3.238,'Egg Farm-Red'
559,48.5,47.08,-1.42,'Egg Farm-Red'
560,44.5,44.762,0.262,'Egg Farm-Red'
561,45,44.762,-0.238,'Egg Farm-Red'
562,44.5,45.623,1.123,'Egg Farm-Red'
563,49,47.08,-1.92,'Egg Farm-Red'
564,145,163.663,18.663,'Garlic (Imported)'
565,155,163.826,8.826,'Garlic (Imported)'
566,125,148.206,23.206,'Garlic (Imported)'
567,150,163.663,13.663,'Garlic (Imported)'
568,205,187.784,-17.216,'Garlic (Imported)'
569,140,137.575,-2.425,'Garlic (Imported)'
570,102.5,121.468,18.968,'Garlic (local) - Big Size'
571,115.833,106.406,-9.427,'Garlic (local) - Big Size'
