inst#,actual,predicted,error,commodity_name
487,105,98.621,-6.379,'Garlic (local) - Big Size'
488,205,156.41,-48.59,'Ginger (Imported)'
489,163.333,157.241,-6.092,'Ginger (Imported)'
490,125,138.219,13.219,'Ginger (Imported)'
491,165,137.166,-27.834,'Ginger (Imported)'
492,165,127.194,-37.806,'Ginger (Imported)'
493,170,150.803,-19.197,'Ginger (Imported)'
494,197.5,143.038,-54.462,'Green Chili (Local)'
495,195,171.089,-23.911,'Green Chili (Local)'
496,130,130.546,0.546,'Green Chili (Local)'
497,130,129.149,-0.851,'Green Chili (Local)'
498,170,129.037,-40.963,'Green Chili (Local)'
499,175,153.725,-21.275,'Green Chili (Local)'
500,147.5,145.979,-1.521,'Lentils - Desi-Whole'
501,145,142.978,-2.022,'Lentils - Desi-Whole'
502,135,142.198,7.198,'Lentils - Desi-Whole'
503,97.5,94.119,-3.381,Milk
504,72.5,60.175,-12.325,'Onion (local)'
505,72.5,60.166,-12.334,'Onion (local)'
506,72.5,56.673,-15.827,'Onion (local)'
507,72.5,59.49,-13.01,'Onion (local)'
508,72.5,61.127,-11.373,'Onion (local)'
509,159.25,161.841,2.591,'Palm Oil'
510,152,159.322,7.322,'Palm Oil'
511,157.5,155.994,-1.506,'Palm Oil'
512,156,156.841,0.841,'Palm Oil'
513,156.5,159.153,2.653,'Palm Oil'
514,165,165.709,0.709,'Palm Oil'
515,167.5,179.759,12.259,'Pangash (big)'
516,175,176.592,1.592,'Pangash (big)'
517,185,175.287,-9.713,'Pangash (big)'
518,175,178.741,3.741,'Pangash (big)'
519,165,174.258,9.258,'Pangash (big)'
520,19,21.169,2.169,'Potato (Holland) - Red'
521,19,21.501,2.501,'Potato (Holland) - Red'
522,79.75,81.57,1.82,'Rice - Fine'
523,77.5,78.448,0.948,'Rice - Fine'
524,79,80.084,1.084,'Rice - Fine'
525,63,65.761,2.761,'Rice - Medium'
526,64,62.431,-1.569,'Rice - Medium'
527,63.5,64.315,0.815,'Rice - Medium'
528,65,66.134,1.134,'Rice - Medium'
529,176,179.043,3.043,'Soybean Oil(loose)'
530,172,178.18,6.18,'Soybean Oil(loose)'
