inst#,actual,predicted,error,commodity_name
400,165,153.218,-11.782,'Ginger (Imported)'
401,165,169.524,4.524,'Broiler chicken'
402,731,738.964,7.964,Beef
403,145,158.792,13.792,'Green Chili (Local)'
404,130,137.324,7.324,'Green Chili (Local)'
405,49,45.265,-3.735,'Egg Farm-Red'
406,185,178.476,-6.524,'Pangash (big)'
407,182.5,172.636,-9.864,'Broiler chicken'
408,155,158.155,3.155,'Garlic (Imported)'
409,735,744.732,9.732,Beef
410,175.5,173.89,-1.61,'Soybean Oil(loose)'
411,162.5,162.198,-0.302,'Ginger (Imported)'
412,210,183.436,-26.564,'Green Chili (Local)'
413,175.3,177.641,2.341,'Soybean Oil(loose)'
414,49,51.493,2.493,'Ata (Packet)'
415,159.5,156.267,-3.233,'Palm Oil'
416,165,171.746,6.746,'Ginger (Imported)'
417,79,77.899,-1.101,'Rice - Fine'
418,43,41.347,-1.653,'Egg Farm-Red'
419,44.5,43.479,-1.021,'Ata (loose) - White'
420,156,155.935,-0.065,'Palm Oil'
421,170,166.115,-3.885,'Broiler chicken'
422,157.5,164.832,7.332,'Broiler chicken'
423,720,731.29,11.29,Beef
424,57.667,56.562,-1.105,'Ata (Packet)'
425,44.5,43.694,-0.806,'Ata (loose) - White'
426,90,89.38,-0.62,'Garlic (local) - Big Size'
427,185,184.393,-0.607,'Pangash (big)'
428,148.75,148.592,-0.158,'Lentils - Desi-Whole'
429,175.5,177.621,2.121,'Soybean Oil(loose)'
430,173.5,174.013,0.513,'Soybean Oil(loose)'
431,735,744.532,9.532,Beef
432,163.5,161.86,-1.64,'Palm Oil'
433,67.5,64.751,-2.749,'Onion (local)'
434,201.667,178.271,-23.395,'Ginger (Imported)'
435,80,78.6,-1.4,'Rice - Fine'
436,200,149.134,-50.866,'Green Chili (Local)'
437,145,139.578,-5.422,'Green Chili (Local)'
438,150,154.405,4.405,'Garlic (Imported)'
439,110,100.243,-9.757,'Garlic (local) - Big Size'
440,44.5,43.187,-1.313,'Egg Farm-Red'
441,53.167,53.337,0.17,'Ata (Packet)'
442,44.5,40.114,-4.386,'Egg Farm-Red'
443,49,43.366,-5.634,'Ata (loose) - White'
444,162.5,162.809,0.309,'Ginger (Imported)'
445,44.5,41.503,-2.997,'Ata (loose) - White'
446,145,144.376,-0.624,'Lentils - Desi-Whole'
447,130,145.749,15.749,'Garlic (Imported)'
448,180,147.861,-32.139,'Green Chili (Local)'
449,148.75,148.795,0.045,'Lentils - Desi-Whole'
450,55,57.019,2.019,'Ata (Packet)'
451,157.5,163.94,6.44,'Broiler chicken'
452,105,95.955,-9.045,'Garlic (local) - Big Size'
453,170,186.427,16.427,'Green Chili (Local)'
454,19,18.97,-0.03,'Potato (Holland) - Red'
455,130,146.467,16.467,'Garlic (Imported)'
456,83.5,80.543,-2.957,'Rice - Fine'
457,162.5,162.918,0.418,'Ginger (Imported)'
458,115,137.375,22.375,'Ginger (Imported)'
459,44.5,40.997,-3.503,'Egg Farm-Red'
460,62.167,63.168,1.001,'Rice - Medium'
461,44.5,43.305,-1.195,'Egg Farm-Red'
462,157,159.667,2.667,'Palm Oil'
463,176.875,173.004,-3.871,'Broiler chicken'
464,157.5,156.512,-0.988,'Palm Oil'
465,178.75,177.187,-1.563,'Pangash (big)'
466,165,178.879,13.879,'Ginger (Imported)'
467,45.2,45.413,0.213,'Ata (loose) - White'
468,182.5,183.671,1.171,'Soybean Oil(loose)'
469,720,731.338,11.338,Beef
470,44.5,43.366,-1.134,'Egg Farm-Red'
471,171,173.64,2.64,'Soybean Oil(loose)'
472,179.167,179.654,0.487,'Soybean Oil(loose)'
473,47,45.304,-1.696,'Egg Farm-Red'
474,201.667,180.052,-21.615,'Ginger (Imported)'
475,68.5,66.369,-2.131,'Rice - Medium'
476,155,154.765,-0.235,'Lentils - Desi-Whole'
477,710,724.384,14.384,Beef
478,130,147.404,17.404,'Garlic (Imported)'
479,156,156.571,0.571,'Palm Oil'
480,55,57.225,2.225,'Ata (Packet)'
481,44.5,41.831,-2.669,'Ata (loose) - White'
482,157.5,166.415,8.915,'Broiler chicken'
483,53.167,54.235,1.068,'Ata (Packet)'
484,162.5,163.351,0.851,'Ginger (Imported)'
485,105,100.435,-4.565,'Garlic (local) - Big Size'
486,170,173.446,3.446,'Pangash (big)'
487,67.5,64.578,-2.922,'Onion (local)'
488,57.667,56.973,-0.694,'Ata (Packet)'
489,170,162.612,-7.388,'Green Chili (Local)'
490,145,145.449,0.449,'Green Chili (Local)'
491,175,182.291,7.291,'Pangash (big)'
492,260,150.957,-109.043,'Green Chili (Local)'
493,49,46.308,-2.692,'Ata (loose) - White'
494,175,170.997,-4.003,'Broiler chicken'
495,145,158.956,13.956,'Garlic (Imported)'
496,54,51.831,-2.169,'Ata (Packet)'
497,60,57.065,-2.935,'Ata (Packet)'
498,260,157.758,-102.242,'Green Chili (Local)'
499,48,47.344,-0.656,'Egg Farm-Red'
500,16.5,19.261,2.761,'Potato (Holland) - Red'
501,80,78.88,-1.12,'Rice - Fine'
502,157.167,158.167,1,'Palm Oil'
503,731,738.962,7.962,Beef
504,159,159.176,0.176,'Palm Oil'
505,65,64.435,-0.565,'Rice - Medium'
506,155,139.41,-15.59,'Green Chili (Local)'
507,64,61.152,-2.848,'Rice - Medium'
508,43,41.274,-1.726,'Egg Farm-Red'
509,135,178.163,43.163,'Ginger (Imported)'
510,735,749.206,14.206,Beef
511,173.5,174.347,0.847,'Soybean Oil(loose)'
512,75,81.134,6.134,Milk
513,46.5,47.193,0.693,'Ata (loose) - White'
514,155,166.596,11.596,'Broiler chicken'
515,103.333,98.75,-4.584,'Garlic (local) - Big Size'
516,105,103.074,-1.926,'Garlic (local) - Big Size'
517,48,45.653,-2.347,'Ata (loose) - White'
518,151.667,156.77,5.103,'Garlic (Imported)'
519,135,173.608,38.608,'Ginger (Imported)'
520,57.5,62.926,5.426,'Onion (local)'
521,64,61.2,-2.8,'Rice - Medium'
522,48,47.147,-0.853,'Egg Farm-Red'
523,155,167.134,12.134,'Broiler chicken'
524,176.625,178.823,2.198,'Soybean Oil(loose)'
525,175,178.243,3.243,'Pangash (big)'
526,68.5,66.465,-2.035,'Rice - Medium'
527,45.5,45.579,0.079,'Egg Farm-Red'
528,78,80.249,2.249,'Rice - Fine'
529,157.167,158.406,1.239,'Palm Oil'
530,162.5,167.872,5.372,'Broiler chicken'
531,55,57.655,2.655,'Ata (Packet)'
532,49,43.975,-5.025,'Ata (loose) - White'
533,173,178.72,5.72,'Soybean Oil(loose)'
534,145,145.16,0.16,'Lentils - Desi-Whole'
535,68,65.21,-2.79,'Onion (local)'
536,185,180.374,-4.626,'Pangash (big)'
537,67.5,68.078,0.578,'Onion (local)'
538,47.5,45.844,-1.656,'Ata (loose) - White'
539,175,170.882,-4.118,'Broiler chicken'
540,79,78.283,-0.717,'Rice - Fine'
541,157.5,157.097,-0.403,'Palm Oil'
542,41,41.317,0.317,'Egg Farm-Red'
543,54,51.951,-2.049,'Ata (Packet)'
544,165,157.693,-7.307,'Ginger (Imported)'
545,731,738.879,7.879,Beef
546,160,170.958,10.958,'Broiler chicken'
547,46.167,45.551,-0.616,'Ata (loose) - White'
548,76,76.688,0.688,'Rice - Fine'
549,85,89.196,4.196,'Garlic (local) - Big Size'
550,100,99.16,-0.84,'Garlic (local) - Big Size'
551,48.5,45.725,-2.775,'Egg Farm-Red'
552,105,103.359,-1.641,'Garlic (local) - Big Size'
553,43.5,43.478,-0.022,'Egg Farm-Red'
554,105,100.579,-4.421,'Garlic (local) - Big Size'
555,68,65.431,-2.569,'Onion (local)'
556,210,157.403,-52.597,'Green Chili (Local)'
557,768.333,763.248,-5.085,Beef
558,175,178.291,3.291,'Pangash (big)'
559,44.5,43.49,-1.01,'Egg Farm-Red'
560,230,135.959,-94.041,'Green Chili (Local)'
561,745,745.186,0.186,Beef
562,150,154.045,4.045,'Garlic (Imported)'
563,300,197.607,-102.393,'Green Chili (Local)'
564,191.667,179.73,-11.937,'Ginger (Imported)'
565,157.5,159.469,1.969,'Palm Oil'
566,156,157.011,1.011,'Palm Oil'
567,176,179.067,3.067,'Soybean Oil(loose)'
568,85,89.182,4.182,'Garlic (local) - Big Size'
569,67.5,64.668,-2.832,'Onion (local)'
570,100,99.853,-0.147,'Garlic (local) - Big Size'
