inst#,actual,predicted,error,commodity_name
559,44.5,44.401,-0.099,'Egg Farm-Red'
560,230,173.91,-56.09,'Green Chili (Local)'
561,745,743.956,-1.044,Beef
562,150,149.32,-0.68,'Garlic (Imported)'
563,300,200.595,-99.405,'Green Chili (Local)'
564,191.667,172.78,-18.887,'Ginger (Imported)'
565,157.5,158.895,1.395,'Palm Oil'
566,156,155.653,-0.347,'Palm Oil'
567,176,186.937,10.937,'Soybean Oil(loose)'
568,85,86.02,1.02,'Garlic (local) - Big Size'
569,67.5,70.033,2.533,'Onion (local)'
570,100,103.285,3.285,'Garlic (local) - Big Size'
571,185,183.568,-1.432,'Pangash (big)'
572,54,50.576,-3.424,'Ata (Packet)'
